PRODUCTODES_C;CODIGO MUNICIPIO;NOMBRE LOCALIDAD
FRUTALES;48024;Zeanuri
FRUTALES;48035;Fruiz
FRUTALES;48035;Fruiz
FRUTALES;48035;Fruiz
FRUTALES;48035;Fruiz
FRUTALES;48035;Fruiz
FRUTALES;48024;Zeanuri
FRUTALES;48037;Galdames
VI•EDO DE TXAKOLI;48037;Galdames
FRUTALES;48067;Muxika
FRUTALES;48067;Muxika
FRUTALES;48067;Muxika
FRUTALES;48037;Galdames
FRUTALES;48030;Etxebarria
MANZANO;48052;Larrabetzu
FRUTALES;48052;Larrabetzu
MANZANO;48052;Larrabetzu
FRUTALES;48061;Maruri-Jatabe
FRUTALES;48061;Maruri-Jatabe
FRUTALES;48080;Valle de Trápaga-Trapagaran
VI•EDO DE TXAKOLI;48904;Sondika
VI•EDO DE TXAKOLI;48904;Sondika
VI•EDO DE TXAKOLI;48904;Sondika
VI•EDO DE TXAKOLI;48904;Sondika
VI•EDO DE TXAKOLI;48904;Sondika
FRUTALES;48012;Bakio
VI•EDO DE TXAKOLI;48012;Bakio
FRUTALES;48012;Bakio
FRUTALES;48012;Bakio
FRUTALES;48012;Bakio
FRUTALES;48012;Bakio
FRUTALES;48075;Orozko
FRUTALES;48075;Orozko
FRUTALES;48075;Orozko
FRUTALES;48075;Orozko
FRUTALES;48910;Iurreta
FRUTALES;48910;Iurreta
FRUTALES;48052;Larrabetzu
FRUTALES;48052;Larrabetzu
VI•EDO DE TXAKOLI;48052;Larrabetzu
VI•EDO DE TXAKOLI;48090;Balmaseda
VI•EDO DE TXAKOLI;48090;Balmaseda
VI•EDO DE TXAKOLI;48090;Balmaseda
VI•EDO DE TXAKOLI;48090;Balmaseda
VI•EDO DE TXAKOLI;48090;Balmaseda
VI•EDO DE TXAKOLI;48090;Balmaseda
VI•EDO DE TXAKOLI;48090;Balmaseda
VI•EDO DE TXAKOLI;48090;Balmaseda
VI•EDO DE TXAKOLI;48090;Balmaseda
VI•EDO DE TXAKOLI;48090;Balmaseda
VI•EDO DE TXAKOLI;48090;Balmaseda
VI•EDO DE TXAKOLI;48090;Balmaseda
VI•EDO DE TXAKOLI;48090;Balmaseda
VI•EDO DE TXAKOLI;48090;Balmaseda
VI•EDO DE TXAKOLI;48090;Balmaseda
VI•EDO DE TXAKOLI;48090;Balmaseda
VI•EDO DE TXAKOLI;48090;Balmaseda
VI•EDO DE TXAKOLI;48090;Balmaseda
VI•EDO DE TXAKOLI;48090;Balmaseda
VI•EDO DE TXAKOLI;48042;Gordexola
VI•EDO DE TXAKOLI;48042;Gordexola
VI•EDO DE TXAKOLI;48042;Gordexola
FRUTALES;48025;Zeberio
FRUTALES;48025;Zeberio
FRUTALES;48911;Ajangiz
VI•EDO DE TXAKOLI;48911;Ajangiz
VI•EDO DE TXAKOLI;48911;Ajangiz
FRUTALES;48911;Ajangiz
FRUTALES;48911;Ajangiz
FRUTALES;48009;Arrankudiaga
FRUTALES;48009;Arrankudiaga
FRUTALES;48009;Arrankudiaga
VI•EDO DE TXAKOLI;48014;Barrika
VI•EDO DE TXAKOLI;48014;Barrika
VI•EDO DE TXAKOLI;48014;Barrika
VI•EDO DE TXAKOLI;48014;Barrika
VI•EDO DE TXAKOLI;48014;Barrika
VI•EDO DE TXAKOLI;48014;Barrika
VI•EDO DE TXAKOLI;48014;Barrika
VI•EDO DE TXAKOLI;48014;Barrika
VI•EDO DE TXAKOLI;48014;Barrika
FRUTALES;48040;Gatika
MANZANO;48058;Mallabia
FRUTALES;48058;Mallabia
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
FRUTALES;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48096;Zalla
VI•EDO DE TXAKOLI;48036;Galdakao
VI•EDO DE TXAKOLI;48036;Galdakao
AKTINIDIA (KIWI);48030;Etxebarria
FRUTALES;48018;Berriatua
FRUTALES;48010;Arrieta
FRUTALES;48020;Bilbao
FRUTALES;48020;Bilbao
FRUTALES;48096;Zalla
FRUTALES;48055;Lemoa
FRUTALES;48055;Lemoa
FRUTALES;48058;Mallabia
VI•EDO DE TXAKOLI;48063;Mendexa
VI•EDO DE TXAKOLI;48063;Mendexa
VI•EDO DE TXAKOLI;48063;Mendexa
VI•EDO DE TXAKOLI;48063;Mendexa
VI•EDO DE TXAKOLI;48063;Mendexa
VI•EDO DE TXAKOLI;48063;Mendexa
VI•EDO DE TXAKOLI;48063;Mendexa
VI•EDO DE TXAKOLI;48063;Mendexa
VI•EDO DE TXAKOLI;48063;Mendexa
VI•EDO DE TXAKOLI;48063;Mendexa
VI•EDO DE TXAKOLI;48063;Mendexa
VI•EDO DE TXAKOLI;48022;Karrantza Harana/Valle de Carranza
VI•EDO DE TXAKOLI;48022;Karrantza Harana/Valle de Carranza
VI•EDO DE TXAKOLI;48022;Karrantza Harana/Valle de Carranza
VI•EDO DE TXAKOLI;48022;Karrantza Harana/Valle de Carranza
VI•EDO DE TXAKOLI;48022;Karrantza Harana/Valle de Carranza
FRUTALES;48071;Muskiz
FRUTALES;48905;Zamudio
VI•EDO DE TXAKOLI;48905;Zamudio
VI•EDO DE TXAKOLI;48905;Zamudio
VI•EDO DE TXAKOLI;48905;Zamudio
FRUTALES;48052;Larrabetzu
MANZANO;48062;Mendata
FRUTALES;48062;Mendata
AKTINIDIA (KIWI);48062;Mendata
MANZANO;48062;Mendata
FRUTALES;48062;Mendata
MANZANO;48062;Mendata
VI•EDO DE TXAKOLI;48036;Galdakao
FRUTALES;48009;Arrankudiaga
VI•EDO DE TXAKOLI;48036;Galdakao
FRUTALES;48009;Arrankudiaga
VI•EDO DE TXAKOLI;48036;Galdakao
FRUTALES;48009;Arrankudiaga
VI•EDO DE TXAKOLI;48036;Galdakao
VI•EDO DE TXAKOLI;48036;Galdakao
FRUTALES;48067;Muxika
FRUTALES;48055;Lemoa
FRUTALES;48055;Lemoa
FRAMBUESAS;48094;Igorre
FRUTALES;48094;Igorre
MANZANO;48094;Igorre
MANZANO;48094;Igorre
MANZANO;48094;Igorre
MANZANO;48060;Markina-Xemein
FRUTALES;48019;Berriz
FRUTALES;48019;Berriz
FRUTALES;48009;Arrankudiaga
VI•EDO DE TXAKOLI;48086;Sopuerta
VI•EDO DE TXAKOLI;48086;Sopuerta
MANZANO;48056;Lemoiz
MANZANO;48056;Lemoiz
MANZANO;48056;Lemoiz
MANZANO;48056;Lemoiz
FRUTALES;48025;Zeberio
MANZANO;48033;Ereño
MANZANO;48033;Ereño
MANZANO;48033;Ereño
FRUTALES;48033;Ereño
FRUTALES;48041;Gautegiz Arteaga
MANZANO;48041;Gautegiz Arteaga
FRUTALES;48041;Gautegiz Arteaga
MANZANO;48041;Gautegiz Arteaga
FRUTALES;48041;Gautegiz Arteaga
FRUTALES;48041;Gautegiz Arteaga
FRUTALES;48041;Gautegiz Arteaga
FRUTALES;48041;Gautegiz Arteaga
FRUTALES;48041;Gautegiz Arteaga
FRUTALES;48041;Gautegiz Arteaga
FRUTALES;48041;Gautegiz Arteaga
MANZANO;48041;Gautegiz Arteaga
FRUTALES;48041;Gautegiz Arteaga
FRUTALES;48041;Gautegiz Arteaga
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
FRUTALES;48058;Mallabia
AKTINIDIA (KIWI);48022;Karrantza Harana/Valle de Carranza
FRUTALES;48037;Galdames
FRUTALES;48042;Gordexola
FRUTALES;48042;Gordexola
FRUTALES;48042;Gordexola
FRUTALES;48042;Gordexola
MANZANO;48009;Arrankudiaga
FRUTALES;48019;Berriz
FRUTALES;48019;Berriz
VI•EDO DE TXAKOLI;48050;Izurtza
VI•EDO DE TXAKOLI;48050;Izurtza
VI•EDO DE TXAKOLI;48050;Izurtza
VI•EDO DE TXAKOLI;48050;Izurtza
VI•EDO DE TXAKOLI;48050;Izurtza
FRUTALES;48050;Izurtza
FRUTALES;48050;Izurtza
VI•EDO DE TXAKOLI;48050;Izurtza
FRUTALES;48091;Atxondo
FRUTALES;48091;Atxondo
FRUTALES;48091;Atxondo
FRUTALES;48039;Garai
FRUTALES;48039;Garai
FRUTALES;48032;Elorrio
MANZANO;48049;Ispaster
MANZANO;48049;Ispaster
MANZANO;48049;Ispaster
MANZANO;48049;Ispaster
MANZANO;48049;Ispaster
MANZANO;48049;Ispaster
MANZANO;48049;Ispaster
FRUTALES;48062;Mendata
FRUTALES;48067;Muxika
FRUTALES;48909;Nabarniz
FRUTALES;48025;Zeberio
FRUTALES;48025;Zeberio
FRUTALES;48097;Zaratamo
FRUTALES;48097;Zaratamo
FRUTALES;48074;Urduña/Orduña
FRUTALES;48094;Igorre
FRUTALES;48093;Areatza
FRUTALES;48026;Dima
FRUTALES;48009;Arrankudiaga
FRUTALES;48024;Zeanuri
AKTINIDIA (KIWI);48024;Zeanuri
FRUTALES;48024;Zeanuri
FRUTALES;48024;Zeanuri
MANZANO;48024;Zeanuri
MANZANO;48024;Zeanuri
MANZANO;48024;Zeanuri
MANZANO;48024;Zeanuri
FRUTALES;48024;Zeanuri
FRUTALES;48024;Zeanuri
AKTINIDIA (KIWI);48024;Zeanuri
FRUTALES;48024;Zeanuri
FRUTALES;48024;Zeanuri
MANZANO;48024;Zeanuri
FRUTALES;48024;Zeanuri
FRUTALES;48074;Urduña/Orduña
FRUTALES;48074;Urduña/Orduña
FRUTALES;48009;Arrankudiaga
FRUTALES;48074;Urduña/Orduña
FRUTALES;48036;Galdakao
FRUTALES;48036;Galdakao
FRUTALES;48915;Ziortza-Bolibar
FRUTALES;48915;Ziortza-Bolibar
AKTINIDIA (KIWI);48902;Erandio
AKTINIDIA (KIWI);48902;Erandio
FRUTALES;48064;Meñaka
FRUTALES;48064;Meñaka
FRUTALES;48064;Meñaka
FRUTALES;48069;Mungia
VI•EDO DE TXAKOLI;48045;Güeñes
VI•EDO DE TXAKOLI;48045;Güeñes
VI•EDO DE TXAKOLI;48045;Güeñes
VI•EDO DE TXAKOLI;48045;Güeñes
VI•EDO DE TXAKOLI;48045;Güeñes
VI•EDO DE TXAKOLI;1009;#N/D
VI•EDO DE TXAKOLI;48045;Güeñes
VI•EDO DE TXAKOLI;48045;Güeñes
FRUTALES;48040;Gatika
FRUTALES;48902;Erandio
FRUTALES;48902;Erandio
FRUTALES;48902;Erandio
FRUTALES;48903;Loiu
FRUTALES;48903;Loiu
FRUTALES;48012;Bakio
FRUTALES;48017;Bermeo
FRUTALES;48017;Bermeo
FRUTALES;48017;Bermeo
FRUTALES;48017;Bermeo
FRUTALES;48046;Gernika-Lumo
FRUTALES;48009;Arrankudiaga
FRUTALES;48009;Arrankudiaga
FRUTALES;48009;Arrankudiaga
FRUTALES;48009;Arrankudiaga
FRUTALES;48030;Etxebarria
FRUTALES;48086;Sopuerta
VI•EDO DE TXAKOLI;48011;Arrigorriaga
FRUTALES;48011;Arrigorriaga
FRUTALES;48011;Arrigorriaga
VI•EDO DE TXAKOLI;48011;Arrigorriaga
FRUTALES;48009;Arrankudiaga
FRUTALES;48013;Barakaldo
FRUTALES;48013;Barakaldo
FRUTALES;48013;Barakaldo
AKTINIDIA (KIWI);48009;Arrankudiaga
FRUTALES;48009;Arrankudiaga
FRUTALES;48009;Arrankudiaga
FRUTALES;48094;Igorre
FRUTALES;48026;Dima
FRUTALES;48017;Bermeo
FRUTALES;48017;Bermeo
FRUTALES;48075;Orozko
FRUTALES;48075;Orozko
VI•EDO DE TXAKOLI;48081;Lezama
VI•EDO DE TXAKOLI;48081;Lezama
VI•EDO DE TXAKOLI;48081;Lezama
VI•EDO DE TXAKOLI;48081;Lezama
VI•EDO DE TXAKOLI;48081;Lezama
VI•EDO DE TXAKOLI;48081;Lezama
FRUTALES;48910;Iurreta
FRUTALES;48910;Iurreta
FRUTALES;48009;Arrankudiaga
FRUTALES;48053;Laukiz
FRUTALES;48017;Bermeo
FRUTALES;48036;Galdakao
FRUTALES;48070;Aulesti
FRUTALES;48069;Mungia
VI•EDO DE TXAKOLI;48024;Zeanuri
FRUTALES;48024;Zeanuri
VI•EDO DE TXAKOLI;48052;Larrabetzu
FRUTALES;48052;Larrabetzu
FRUTALES;48019;Berriz
FRUTALES;48019;Berriz
FRUTALES;48097;Zaratamo
FRUTALES;48019;Berriz
FRUTALES;48019;Berriz
FRUTALES;48019;Berriz
FRUTALES;48019;Berriz
FRUTALES;48009;Arrankudiaga
VI•EDO DE TXAKOLI;48045;Güeñes
VI•EDO DE TXAKOLI;48045;Güeñes
VI•EDO DE TXAKOLI;48045;Güeñes
FRUTALES;48095;Zaldibar
FRUTALES;48089;Urduliz
FRUTALES;48028;Ea
FRUTALES;48069;Mungia
FRUTALES;48092;Bedia
VI•EDO DE TXAKOLI;48014;Barrika
FRUTALES;48054;Leioa
FRUTALES;48054;Leioa
FRUTALES;48089;Urduliz
FRUTALES;48089;Urduliz
FRUTALES;48038;Gamiz-Fika
FRUTALES;48038;Gamiz-Fika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
FRUTALES;48067;Muxika
FRUTALES;48067;Muxika
MANZANO;48049;Ispaster
MANZANO;48049;Ispaster
FRUTALES;48049;Ispaster
FRUTALES;48049;Ispaster
FRUTALES;48009;Arrankudiaga
FRUTALES;48032;Elorrio
FRUTALES;48027;Durango
FRUTALES;48027;Durango
FRUTALES;48067;Muxika
FRUTALES;48067;Muxika
FRUTALES;48915;Ziortza-Bolibar
FRUTALES;48074;Urduña/Orduña
FRUTALES;48009;Arrankudiaga
FRUTALES;48009;Arrankudiaga
FRUTALES;48009;Arrankudiaga
FRUTALES;48030;Etxebarria
FRUTALES;48052;Larrabetzu
FRUTALES;48914;Arratzu
MANZANO;48009;Arrankudiaga
FRUTALES;48038;Gamiz-Fika
FRUTALES;48040;Gatika
AKTINIDIA (KIWI);48040;Gatika
FRUTALES;48040;Gatika
VI•EDO DE TXAKOLI;48025;Zeberio
VI•EDO DE TXAKOLI;48025;Zeberio
FRUTALES;48041;Gautegiz Arteaga
FRUTALES;48009;Arrankudiaga
FRUTALES;48009;Arrankudiaga
FRUTALES;48905;Zamudio
FRUTALES;48062;Mendata
FRUTALES;48062;Mendata
FRUTALES;48062;Mendata
FRUTALES;48062;Mendata
FRUTALES;48914;Arratzu
FRUTALES;48049;Ispaster
FRUTALES;48049;Ispaster
MANZANO;48016;Berango
MANZANO;48063;Mendexa
MANZANO;48063;Mendexa
MANZANO;48063;Mendexa
FRUTALES;48063;Mendexa
FRUTALES;48063;Mendexa
MANZANO;48070;Aulesti
MANZANO;48070;Aulesti
MANZANO;48070;Aulesti
FRUTALES;48070;Aulesti
FRUTALES;48070;Aulesti
FRUTALES;48070;Aulesti
FRUTALES;48069;Mungia
FRUTALES;48909;Nabarniz
FRUTALES;48081;Lezama
FRUTALES;48052;Larrabetzu
FRUTALES;48062;Mendata
FRUTALES;48062;Mendata
FRUTALES;48026;Dima
FRUTALES;48026;Dima
FRUTALES;48067;Muxika
FRUTALES;48067;Muxika
FRUTALES;48069;Mungia
FRUTALES;48069;Mungia
VI•EDO DE TXAKOLI;48019;Berriz
FRUTALES;48060;Markina-Xemein
VI•EDO DE TXAKOLI;48061;Maruri-Jatabe
FRUTALES;48091;Atxondo
VI•EDO DE TXAKOLI;48094;Igorre
VI•EDO DE TXAKOLI;48094;Igorre
FRUTALES;48060;Markina-Xemein
FRUTALES;48060;Markina-Xemein
FRUTALES;48011;Arrigorriaga
FRUTALES;48063;Mendexa
VI•EDO DE TXAKOLI;48081;Lezama
VI•EDO DE TXAKOLI;48081;Lezama
VI•EDO DE TXAKOLI;48081;Lezama
VI•EDO DE TXAKOLI;48905;Zamudio
VI•EDO DE TXAKOLI;48905;Zamudio
FRUTALES;48067;Muxika
FRUTALES;48009;Arrankudiaga
FRUTALES;48009;Arrankudiaga
FRUTALES;48034;Ermua
MANZANO;48034;Ermua
FRUTALES;48009;Arrankudiaga
FRUTALES;48016;Berango
FRUTALES;48021;Busturia
FRUTALES;48021;Busturia
FRUTALES;48021;Busturia
FRUTALES;48071;Muskiz
MANZANO;48009;Arrankudiaga
MANZANO;48009;Arrankudiaga
FRUTALES;48009;Arrankudiaga
MANZANO;48009;Arrankudiaga
FRUTALES;48055;Lemoa
FRUTALES;48075;Orozko
FRUTALES;48075;Orozko
FRUTALES;48075;Orozko
FRUTALES;48902;Erandio
FRUTALES;48071;Muskiz
MANZANO;48086;Sopuerta
VI•EDO DE TXAKOLI;48066;Morga
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48056;Lemoiz
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48069;Mungia
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48902;Erandio
VI•EDO DE TXAKOLI;48069;Mungia
VI•EDO DE TXAKOLI;48069;Mungia
VI•EDO DE TXAKOLI;48069;Mungia
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48069;Mungia
VI•EDO DE TXAKOLI;48071;Muskiz
VI•EDO DE TXAKOLI;48069;Mungia
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
FRUTALES;48067;Muxika
VI•EDO DE TXAKOLI;48066;Morga
VI•EDO DE TXAKOLI;48066;Morga
VI•EDO DE TXAKOLI;48066;Morga
VI•EDO DE TXAKOLI;48066;Morga
VI•EDO DE TXAKOLI;48902;Erandio
VI•EDO DE TXAKOLI;48071;Muskiz
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48066;Morga
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48069;Mungia
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48066;Morga
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48069;Mungia
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48056;Lemoiz
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48054;Leioa
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48054;Leioa
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48054;Leioa
VI•EDO DE TXAKOLI;48054;Leioa
VI•EDO DE TXAKOLI;48054;Leioa
VI•EDO DE TXAKOLI;48054;Leioa
VI•EDO DE TXAKOLI;48054;Leioa
VI•EDO DE TXAKOLI;48054;Leioa
VI•EDO DE TXAKOLI;48054;Leioa
VI•EDO DE TXAKOLI;48902;Erandio
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48056;Lemoiz
VI•EDO DE TXAKOLI;48056;Lemoiz
VI•EDO DE TXAKOLI;48054;Leioa
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48054;Leioa
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48902;Erandio
VI•EDO DE TXAKOLI;48902;Erandio
VI•EDO DE TXAKOLI;48902;Erandio
VI•EDO DE TXAKOLI;48902;Erandio
VI•EDO DE TXAKOLI;48067;Muxika
VI•EDO DE TXAKOLI;48902;Erandio
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48043;Gorliz
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48043;Gorliz
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
VI•EDO DE TXAKOLI;48046;Gernika-Lumo
FRUTALES;48039;Garai
FRUTALES;48026;Dima
FRUTALES;48026;Dima
VI•EDO DE TXAKOLI;48026;Dima
FRUTALES;1009;#N/D
FRUTALES;48074;Urduña/Orduña
MANZANO;48058;Mallabia
FRUTALES;48032;Elorrio
FRUTALES;48911;Ajangiz
FRUTALES;48030;Etxebarria
AKTINIDIA (KIWI);48015;Basauri
AKTINIDIA (KIWI);48015;Basauri
AKTINIDIA (KIWI);48009;Arrankudiaga
AKTINIDIA (KIWI);48015;Basauri
AKTINIDIA (KIWI);48015;Basauri
AKTINIDIA (KIWI);48015;Basauri
AKTINIDIA (KIWI);48015;Basauri
AKTINIDIA (KIWI);48015;Basauri
AKTINIDIA (KIWI);48015;Basauri
AKTINIDIA (KIWI);48009;Arrankudiaga
AKTINIDIA (KIWI);48015;Basauri
AKTINIDIA (KIWI);48015;Basauri
AKTINIDIA (KIWI);48015;Basauri
AKTINIDIA (KIWI);48015;Basauri
AKTINIDIA (KIWI);48015;Basauri
AKTINIDIA (KIWI);48015;Basauri
AKTINIDIA (KIWI);48015;Basauri
AKTINIDIA (KIWI);48015;Basauri
AKTINIDIA (KIWI);48015;Basauri
AKTINIDIA (KIWI);48015;Basauri
AKTINIDIA (KIWI);48015;Basauri
FRUTALES;48093;Areatza
FRUTALES;48093;Areatza
FRUTALES;48093;Areatza
FRUTALES;48093;Areatza
FRUTALES;48018;Berriatua
FRUTALES;48018;Berriatua
FRUTALES;48912;Alonsotegi
FRUTALES;48912;Alonsotegi
VI•EDO DE TXAKOLI;48027;Durango
VI•EDO DE TXAKOLI;48027;Durango
